model,score,width_x,depth_x,dataset,params
resdepth,0.8169046458173713,1.0,5.0,mura,636353
resdepth,0.8284820915175003,1.0,5.0,mura,636353
resdepth,0.8246986022942422,1.0,5.0,mura,636353
resdepth,0.8229316902741683,1.0,5.0,mura,636353
resdepth,0.8257266542980829,1.0,5.0,mura,636353
resdepth,0.8177324539393506,1.0,5.0,mura,636353
resdepth,0.8265424345641729,1.0,5.0,mura,636353
resdepth,0.8119814535108363,1.0,5.0,mura,636353
resdepth,0.8249602830733681,1.0,5.0,mura,636353
resdepth,0.8293138188492803,0.75,3.0,mura,652289
resdepth,0.8215719734992972,0.75,3.0,mura,652289
resdepth,0.8206887954502574,0.75,3.0,mura,652289
resdepth,0.8205166800854133,0.75,3.0,mura,652289
resdepth,0.8211525352629647,0.75,3.0,mura,652289
resdepth,0.8060061859789072,0.75,3.0,mura,652289
resdepth,0.8047795577916059,0.75,3.0,mura,652289
resdepth,0.8220905452466345,0.75,3.0,mura,652289
resdepth,0.8186931681586129,0.75,3.0,mura,652289
resdepth,0.8126401038819027,0.75,3.0,mura,652289
resdepth,0.8264828628473185,0.75,3.0,mura,652289
resdepth,0.8201115122055828,0.75,3.0,mura,652289
resdepth,0.8110259218692953,0.75,3.0,mura,652289
resdepth,0.8241353202326461,0.75,3.0,mura,652289
resdepth,0.8195027057616808,0.75,3.0,mura,652289
resdepth,0.8309445981057749,1.0,0.0,mura,728193
resdepth,0.8422759454089888,1.0,0.0,mura,728193
resdepth,0.8468734095017463,1.0,0.0,mura,728193
resdepth,0.8505919835274148,1.0,0.0,mura,728193
resdepth,0.8419067939834375,1.0,0.0,mura,728193
resdepth,0.8473942217432118,1.0,0.0,mura,728193
resdepth,0.8416985590898635,1.0,0.0,mura,728193
resdepth,0.8439413941610578,1.0,0.0,mura,728193
resdepth,0.8467551852816108,1.0,0.0,mura,728193
resdepth,0.8391727748691098,1.0,0.0,mura,728193
resdepth,0.8363156564169874,1.0,0.0,mura,728193
resdepth,0.8415876433806783,1.0,0.0,mura,728193
resdepth,0.8290806754221389,1.0,0.0,mura,728193
resdepth,0.8409497661175513,1.0,0.0,mura,728193
resdepth,0.8324523121683365,1.0,0.0,mura,728193
resdepth,0.8136457638995709,0.5,2.0,mura,365441
resdepth,0.8291213248074838,0.5,2.0,mura,365441
resdepth,0.8170310459581279,0.5,2.0,mura,365441
resdepth,0.8202330420881453,0.5,2.0,mura,365441
resdepth,0.8184368373431895,0.5,2.0,mura,365441
resdepth,0.8193754014578155,0.5,2.0,mura,365441
resdepth,0.8055188055188055,0.5,2.0,mura,365441
resdepth,0.8183568031075301,0.5,2.0,mura,365441
resdepth,0.8207795423195274,0.5,2.0,mura,365441
resdepth,0.8204553798458045,0.5,2.0,mura,365441
resdepth,0.8189601376974086,0.5,2.0,mura,365441
resdepth,0.8240981511459486,0.5,2.0,mura,365441
resdepth,0.8222249422955864,0.5,2.0,mura,365441
resdepth,0.8345947063688999,0.5,2.0,mura,365441
resdepth,0.8268525110904212,0.5,2.0,mura,365441
resdepth,0.7975421458956988,0.25,5.0,mura,161521
resdepth,0.7892739342248719,0.25,5.0,mura,161521
resdepth,0.7894010102599059,0.25,5.0,mura,161521
resdepth,0.798639095086603,0.25,5.0,mura,161521
resdepth,0.7893757751136834,0.25,5.0,mura,161521
resdepth,0.8078002582866983,0.25,5.0,mura,161521
resdepth,0.7880275462527766,0.25,5.0,mura,161521
resdepth,0.7997705086249931,0.25,5.0,mura,161521
resdepth,0.8060852201577148,0.25,5.0,mura,161521
resdepth,0.793701925558825,0.25,5.0,mura,161521
resdepth,0.8035386568420472,0.25,5.0,mura,161521
resdepth,0.8007236627816406,0.25,5.0,mura,161521
resdepth,0.8041819154033653,0.25,5.0,mura,161521
resdepth,0.8048898095011716,0.25,5.0,mura,161521
resdepth,0.7999493927125506,0.25,5.0,mura,161521
resdepth,0.8094499343514615,0.25,0.0,mura,168353
resdepth,0.8018073763803514,0.25,0.0,mura,168353
resdepth,0.7979857240637529,0.25,0.0,mura,168353
resdepth,0.7931216931216931,0.25,0.0,mura,168353
resdepth,0.7994045095991812,0.25,0.0,mura,168353
resdepth,0.8017455418381344,0.25,0.0,mura,168353
resdepth,0.7986829824031625,0.25,0.0,mura,168353
resdepth,0.8064353719765835,0.25,0.0,mura,168353
resdepth,0.8031446317657497,0.25,0.0,mura,168353
resdepth,0.7920127237016649,0.25,0.0,mura,168353
resdepth,0.8027000490918016,0.25,0.0,mura,168353
resdepth,0.7978679646260369,0.25,0.0,mura,168353
resdepth,0.7993832803577958,0.25,0.0,mura,168353
resdepth,0.7968096770770698,0.25,0.0,mura,168353
resdepth,0.8134429964711439,0.25,0.0,mura,168353
resdepth,0.7897820352630849,0.25,4.0,mura,166449
resdepth,0.7901118585485379,0.25,4.0,mura,166449
resdepth,0.7888692204205906,0.25,4.0,mura,166449
resdepth,0.7961925624576226,0.25,4.0,mura,166449
resdepth,0.7943260504201681,0.25,4.0,mura,166449
resdepth,0.7946053496660783,0.25,4.0,mura,166449
resdepth,0.7859000573058129,0.25,4.0,mura,166449
resdepth,0.7859636511161961,0.25,4.0,mura,166449
resdepth,0.7910777569314154,0.25,4.0,mura,166449
resdepth,0.7960978037787824,0.25,4.0,mura,166449
resdepth,0.7967018864696068,0.25,4.0,mura,166449
resdepth,0.7979049756827535,0.25,4.0,mura,166449
resdepth,0.8035713655408053,0.25,4.0,mura,166449
resdepth,0.7783388666244059,0.25,4.0,mura,166449
resdepth,0.7977416013846507,0.25,4.0,mura,166449
resdepth,0.8156537178779663,0.5,4.0,mura,382049
resdepth,0.8163010577151991,0.5,4.0,mura,382049
resdepth,0.8009425621720283,0.5,4.0,mura,382049
resdepth,0.8168037765975908,0.5,4.0,mura,382049
resdepth,0.8005638849730211,0.5,4.0,mura,382049
resdepth,0.8117399784772665,0.5,4.0,mura,382049
resdepth,0.8106694059236432,0.5,4.0,mura,382049
resdepth,0.8115615615615615,0.5,4.0,mura,382049
resdepth,0.8138756145357033,0.5,4.0,mura,382049
resdepth,0.8122000069063158,0.5,4.0,mura,382049
resdepth,0.821931685415468,0.5,4.0,mura,382049
resdepth,0.8026889585510275,0.5,4.0,mura,382049
resdepth,0.814048182287843,0.5,4.0,mura,382049
resdepth,0.8119437784724705,0.5,4.0,mura,382049
resdepth,0.8163439096700941,0.5,4.0,mura,382049
resdepth,0.81551363416904,0.5,3.0,mura,383489
resdepth,0.8166318329340199,0.5,3.0,mura,383489
resdepth,0.821110266265307,0.5,3.0,mura,383489
resdepth,0.8163240138822825,0.5,3.0,mura,383489
resdepth,0.8175839427371743,0.5,3.0,mura,383489
resdepth,0.8131352942188872,0.5,3.0,mura,383489
resdepth,0.8145407170532799,0.5,3.0,mura,383489
resdepth,0.8229118386494192,0.5,3.0,mura,383489
resdepth,0.8209730553042242,0.5,3.0,mura,383489
resdepth,0.8304848852211426,0.5,3.0,mura,383489
resdepth,0.8185930886983935,0.5,3.0,mura,383489
resdepth,0.8340769369544401,0.5,3.0,mura,383489
resdepth,0.8190360205831904,0.5,3.0,mura,383489
resdepth,0.818496148906671,0.5,3.0,mura,383489
resdepth,0.8106080984304094,0.5,3.0,mura,383489
resdepth,0.7984555561640834,0.25,1.0,mura,163425
resdepth,0.7954756944444445,0.25,1.0,mura,163425
resdepth,0.7865535067591851,0.25,1.0,mura,163425
resdepth,0.7892481257208765,0.25,1.0,mura,163425
resdepth,0.7936244023754153,0.25,1.0,mura,163425
resdepth,0.7900540223055436,0.25,1.0,mura,163425
resdepth,0.7943596807233171,0.25,1.0,mura,163425
resdepth,0.8002284714974756,0.25,1.0,mura,163425
resdepth,0.8017474653102185,0.25,1.0,mura,163425
resdepth,0.8006614531058325,0.25,1.0,mura,163425
resdepth,0.803491533151192,0.25,1.0,mura,163425
resdepth,0.7973407455039516,0.25,1.0,mura,163425
resdepth,0.7961796200345423,0.25,1.0,mura,163425
resdepth,0.7793459626726469,0.25,1.0,mura,163425
resdepth,0.781110842624875,0.25,1.0,mura,163425
resdepth,0.8109263575930243,0.75,2.0,mura,612929
resdepth,0.8248210687235077,0.75,2.0,mura,612929
resdepth,0.8261083777089365,0.75,2.0,mura,612929
resdepth,0.8180487548044015,0.75,2.0,mura,612929
resdepth,0.8312136972780076,0.75,2.0,mura,612929
resdepth,0.8052382192137464,0.75,2.0,mura,612929
resdepth,0.8291877186164012,0.75,2.0,mura,612929
resdepth,0.8210195716592438,0.75,2.0,mura,612929
resdepth,0.8165669956507193,0.75,2.0,mura,612929
resdepth,0.8142796489249895,0.75,2.0,mura,612929
resdepth,0.8100358793187751,0.75,2.0,mura,612929
resdepth,0.8089599216618871,0.75,2.0,mura,612929
resdepth,0.8190782740048987,0.75,2.0,mura,612929
resdepth,0.8313057834184595,0.75,2.0,mura,612929
resdepth,0.8170348869584586,0.75,2.0,mura,612929
resdepth,0.8411374246668364,1.0,1.0,mura,659329
resdepth,0.8339023581124043,1.0,1.0,mura,659329
resdepth,0.8356201144996147,1.0,1.0,mura,659329
resdepth,0.8289800800956988,1.0,1.0,mura,659329
resdepth,0.8286807211348783,1.0,1.0,mura,659329
resdepth,0.8303486101300535,1.0,1.0,mura,659329
resdepth,0.8387527213989746,1.0,1.0,mura,659329
resdepth,0.8314569819781272,1.0,1.0,mura,659329
resdepth,0.8280171018788219,1.0,1.0,mura,659329
resdepth,0.8307213180630901,1.0,1.0,mura,659329
resdepth,0.8296041308089501,1.0,1.0,mura,659329
resdepth,0.8333164022024016,1.0,1.0,mura,659329
resdepth,0.8313032249057657,1.0,1.0,mura,659329
resdepth,0.8250850483580747,1.0,1.0,mura,659329
resdepth,0.8414442162902122,1.0,1.0,mura,659329
resdepth,0.8236945070442008,0.75,5.0,mura,610001
resdepth,0.8058600108518721,0.75,5.0,mura,610001
resdepth,0.8044161786171871,0.75,5.0,mura,610001
resdepth,0.8161703425505278,0.75,5.0,mura,610001
resdepth,0.8117941012021246,0.75,5.0,mura,610001
resdepth,0.8081986056889882,0.75,5.0,mura,610001
resdepth,0.8118082084435302,0.75,5.0,mura,610001
resdepth,0.8072699551258729,0.75,5.0,mura,610001
resdepth,0.8155388471177945,0.75,5.0,mura,610001
resdepth,0.8202136661730484,0.75,5.0,mura,610001
resdepth,0.8124738077277681,0.75,5.0,mura,610001
resdepth,0.8124630936647639,0.75,5.0,mura,610001
resdepth,0.8144786822695759,0.75,5.0,mura,610001
resdepth,0.8119349810732577,0.75,5.0,mura,610001
resdepth,0.8115801493192798,0.75,5.0,mura,610001
resdepth,0.8189009389834032,0.25,3.0,mura,166913
resdepth,0.8062239144254955,0.25,3.0,mura,166913
resdepth,0.8087548257147652,0.25,3.0,mura,166913
resdepth,0.8114579939176714,0.25,3.0,mura,166913
resdepth,0.8005635873560402,0.25,3.0,mura,166913
resdepth,0.7984568098866618,0.25,3.0,mura,166913
resdepth,0.8094644428613333,0.25,3.0,mura,166913
resdepth,0.8099980356115563,0.25,3.0,mura,166913
resdepth,0.8117024293411476,0.25,3.0,mura,166913
resdepth,0.8143666723125564,0.25,3.0,mura,166913
resdepth,0.8151746575342466,0.25,3.0,mura,166913
resdepth,0.8005835756120169,0.25,3.0,mura,166913
resdepth,0.8151272854518415,0.25,3.0,mura,166913
resdepth,0.8047397314876887,0.25,3.0,mura,166913
resdepth,0.8010204081632653,0.25,3.0,mura,166913
resdepth,0.8111150021011346,0.5,0.0,mura,388417
resdepth,0.8293769374703271,0.5,0.0,mura,388417
resdepth,0.8284939992257064,0.5,0.0,mura,388417
resdepth,0.8257478513226923,0.5,0.0,mura,388417
resdepth,0.8184908389585343,0.5,0.0,mura,388417
resdepth,0.8202087286527513,0.5,0.0,mura,388417
resdepth,0.8295592470500363,0.5,0.0,mura,388417
resdepth,0.8213664909723,0.5,0.0,mura,388417
resdepth,0.8251758656604349,0.5,0.0,mura,388417
resdepth,0.8220774804286269,0.5,0.0,mura,388417
resdepth,0.8243059709369832,0.5,0.0,mura,388417
resdepth,0.8245466990752383,0.5,0.0,mura,388417
resdepth,0.8238386070232486,0.5,0.0,mura,388417
resdepth,0.8181374939054119,0.5,0.0,mura,388417
resdepth,0.8239417808219178,0.5,0.0,mura,388417
resdepth,0.822954973463448,0.75,0.0,mura,662753
resdepth,0.8242589105112645,0.75,0.0,mura,662753
resdepth,0.8237500605004597,0.75,0.0,mura,662753
resdepth,0.8272339835764526,0.75,0.0,mura,662753
resdepth,0.8226733025239957,0.75,0.0,mura,662753
resdepth,0.8404645869006488,0.75,0.0,mura,662753
resdepth,0.8246681257688897,0.75,0.0,mura,662753
resdepth,0.8259730639730639,0.75,0.0,mura,662753
resdepth,0.8222102304980692,0.75,0.0,mura,662753
resdepth,0.8213550388448129,0.75,0.0,mura,662753
resdepth,0.8228862474122212,0.75,0.0,mura,662753
resdepth,0.8195836627140975,0.75,0.0,mura,662753
resdepth,0.8268758333878876,0.75,0.0,mura,662753
resdepth,0.8207209001294434,0.75,0.0,mura,662753
resdepth,0.8205649757765745,0.75,0.0,mura,662753
resdepth,0.8219882794680141,0.75,1.0,mura,623393
resdepth,0.8361612195812111,0.75,1.0,mura,623393
resdepth,0.8383053422576273,0.75,1.0,mura,623393
resdepth,0.8322590197577286,0.75,1.0,mura,623393
resdepth,0.8273216066087452,0.75,1.0,mura,623393
resdepth,0.8295618747364127,0.75,1.0,mura,623393
resdepth,0.8348361204013378,0.75,1.0,mura,623393
resdepth,0.8402036430865172,0.75,1.0,mura,623393
resdepth,0.8304795476755549,0.75,1.0,mura,623393
resdepth,0.8368592182635766,0.75,1.0,mura,623393
resdepth,0.8276624999127564,0.75,1.0,mura,623393
resdepth,0.8367893613260269,0.75,1.0,mura,623393
resdepth,0.8234694436081995,0.75,1.0,mura,623393
resdepth,0.8449265381083563,0.75,1.0,mura,623393
resdepth,0.8316152824384788,0.75,1.0,mura,623393
resdepth,0.9305736329768884,1.0,2.0,rsna,641281
resdepth,0.9311192170851436,1.0,2.0,rsna,641281
resdepth,0.9346948958116308,1.0,2.0,rsna,641281
resdepth,0.933676512159708,1.0,2.0,rsna,641281
resdepth,0.9332162205369096,1.0,2.0,rsna,641281
resdepth,0.932432992929532,1.0,2.0,rsna,641281
resdepth,0.9312305443385904,1.0,2.0,rsna,641281
resdepth,0.9281427158776858,1.0,2.0,rsna,641281
resdepth,0.9332296950583254,1.0,2.0,rsna,641281
resdepth,0.9350937354807964,1.0,2.0,rsna,641281
resdepth,0.9323309722547588,1.0,2.0,rsna,641281
resdepth,0.9326541434144188,1.0,2.0,rsna,641281
resdepth,0.9326653842431284,1.0,2.0,rsna,641281
resdepth,0.9323014249640672,1.0,2.0,rsna,641281
resdepth,0.9307284469907816,1.0,2.0,rsna,641281
resdepth,0.9275523512304996,0.25,2.0,rsna,161985
resdepth,0.9265852652167914,0.25,2.0,rsna,161985
resdepth,0.9252510401752521,0.25,2.0,rsna,161985
resdepth,0.9269181988336443,0.25,2.0,rsna,161985
resdepth,0.9275040206465242,0.25,2.0,rsna,161985
resdepth,0.9268319504230536,0.25,2.0,rsna,161985
resdepth,0.9282017632665244,0.25,2.0,rsna,161985
resdepth,0.9298148831489508,0.25,2.0,rsna,161985
resdepth,0.9260670238466202,0.25,2.0,rsna,161985
resdepth,0.9251788467872744,0.25,2.0,rsna,161985
resdepth,0.9271462552891564,0.25,2.0,rsna,161985
resdepth,0.9245283314153214,0.25,2.0,rsna,161985
resdepth,0.9246644183761896,0.25,2.0,rsna,161985
resdepth,0.9288811820479308,0.25,2.0,rsna,161985
resdepth,0.9248943350641646,0.25,2.0,rsna,161985
resdepth,0.9303307777152108,0.5,3.0,rsna,383489
resdepth,0.9301083714413244,0.5,3.0,rsna,383489
resdepth,0.9307912339266668,0.5,3.0,rsna,383489
resdepth,0.9311814582891048,0.5,3.0,rsna,383489
resdepth,0.9293843055163666,0.5,3.0,rsna,383489
resdepth,0.9289692647158332,0.5,3.0,rsna,383489
resdepth,0.9305800347419144,0.5,3.0,rsna,383489
resdepth,0.9285186758191286,0.5,3.0,rsna,383489
resdepth,0.9303085300696812,0.5,3.0,rsna,383489
resdepth,0.9300101080311208,0.5,3.0,rsna,383489
resdepth,0.9336473810511856,0.5,3.0,rsna,383489
resdepth,0.9296413282027468,0.5,3.0,rsna,383489
resdepth,0.9296357042701996,0.5,3.0,rsna,383489
resdepth,0.9288980704483764,0.5,3.0,rsna,383489
resdepth,0.9243375081557408,0.5,3.0,rsna,383489
resdepth,0.9215530696209152,0.25,4.0,rsna,166449
resdepth,0.9199646330128896,0.25,4.0,rsna,166449
resdepth,0.920174314951377,0.25,4.0,rsna,166449
resdepth,0.9243062999500696,0.25,4.0,rsna,166449
resdepth,0.9197334228008658,0.25,4.0,rsna,166449
resdepth,0.9215908838402104,0.25,4.0,rsna,166449
resdepth,0.9193044380184244,0.25,4.0,rsna,166449
resdepth,0.9183547291467092,0.25,4.0,rsna,166449
resdepth,0.9213373489309112,0.25,4.0,rsna,166449
resdepth,0.9239420589614976,0.25,4.0,rsna,166449
resdepth,0.9174832128029956,0.25,4.0,rsna,166449
resdepth,0.9197497714244034,0.25,4.0,rsna,166449
resdepth,0.9228434418815016,0.25,4.0,rsna,166449
resdepth,0.9192274011033296,0.25,4.0,rsna,166449
resdepth,0.9222056435348212,0.25,4.0,rsna,166449
resdepth,0.9342156745048597,0.5,0.0,rsna,388417
resdepth,0.9320547303279888,0.5,0.0,rsna,388417
resdepth,0.9337364790944128,0.5,0.0,rsna,388417
resdepth,0.9316826766149496,0.5,0.0,rsna,388417
resdepth,0.9295662290716892,0.5,0.0,rsna,388417
resdepth,0.9331613667508876,0.5,0.0,rsna,388417
resdepth,0.9321741808940972,0.5,0.0,rsna,388417
resdepth,0.9323545344233964,0.5,0.0,rsna,388417
resdepth,0.9322780125206296,0.5,0.0,rsna,388417
resdepth,0.931842035958597,0.5,0.0,rsna,388417
resdepth,0.9286950357707312,0.5,0.0,rsna,388417
resdepth,0.9322546809917378,0.5,0.0,rsna,388417
resdepth,0.9303564445072868,0.5,0.0,rsna,388417
resdepth,0.930354699725616,0.5,0.0,rsna,388417
resdepth,0.932635336240766,0.5,0.0,rsna,388417
resdepth,0.9300439923672044,1.0,5.0,rsna,636353
resdepth,0.9298265543715164,1.0,5.0,rsna,636353
resdepth,0.9289495836386092,1.0,5.0,rsna,636353
resdepth,0.9262371829435548,1.0,5.0,rsna,636353
resdepth,0.9279374286708316,1.0,5.0,rsna,636353
resdepth,0.9258981774387716,1.0,5.0,rsna,636353
resdepth,0.9297405329559728,1.0,5.0,rsna,636353
resdepth,0.9304764661839428,1.0,5.0,rsna,636353
resdepth,0.9267651927650936,1.0,5.0,rsna,636353
resdepth,0.9285294533518844,1.0,5.0,rsna,636353
resdepth,0.9298504595329996,1.0,5.0,rsna,636353
resdepth,0.93041652189046,1.0,5.0,rsna,636353
resdepth,0.9271893905159012,1.0,5.0,rsna,636353
resdepth,0.9264115718229736,1.0,5.0,rsna,636353
resdepth,0.9336681996213364,1.0,5.0,rsna,636353
resdepth,0.9320132073034768,1.0,0.0,rsna,728193
resdepth,0.9381175312038584,1.0,0.0,rsna,728193
resdepth,0.9356409633185728,1.0,0.0,rsna,728193
resdepth,0.9305436431020356,1.0,0.0,rsna,728193
resdepth,0.9351252854015828,1.0,0.0,rsna,728193
resdepth,0.9333413031116918,1.0,0.0,rsna,728193
resdepth,0.9334095833297452,1.0,0.0,rsna,728193
resdepth,0.933203698037928,1.0,0.0,rsna,728193
resdepth,0.933779267642101,1.0,0.0,rsna,728193
resdepth,0.9308011546817516,1.0,0.0,rsna,728193
resdepth,0.9334543304895984,1.0,0.0,rsna,728193
resdepth,0.9360541367407452,1.0,0.0,rsna,728193
resdepth,0.9355739853017044,1.0,0.0,rsna,728193
resdepth,0.9345844816322428,1.0,0.0,rsna,728193
resdepth,0.9341544344765929,1.0,0.0,rsna,728193
resdepth,0.92769269810358,0.75,4.0,rsna,649361
resdepth,0.9260944088472596,0.75,4.0,rsna,649361
resdepth,0.92865013567506,0.75,4.0,rsna,649361
resdepth,0.9295205451220441,0.75,4.0,rsna,649361
resdepth,0.9266329902336364,0.75,4.0,rsna,649361
resdepth,0.9294561231058868,0.75,4.0,rsna,649361
resdepth,0.93152717424267,0.75,4.0,rsna,649361
resdepth,0.9273720626814441,0.75,4.0,rsna,649361
resdepth,0.9246569048548554,0.75,4.0,rsna,649361
resdepth,0.9281536909422512,0.75,4.0,rsna,649361
resdepth,0.931254205214091,0.75,4.0,rsna,649361
resdepth,0.930785141959376,0.75,4.0,rsna,649361
resdepth,0.9308075950587724,0.75,4.0,rsna,649361
resdepth,0.9295820967219424,0.75,4.0,rsna,649361
resdepth,0.9269991125941532,0.75,4.0,rsna,649361
resdepth,0.926624655,0.5,1.0,rsna,370369
resdepth,0.9246125492893804,0.5,1.0,rsna,370369
resdepth,0.927336207107478,0.5,1.0,rsna,370369
resdepth,0.9270481587649156,0.5,1.0,rsna,370369
resdepth,0.926729379497312,0.5,1.0,rsna,370369
resdepth,0.9275327350491356,0.5,1.0,rsna,370369
resdepth,0.9279071623905912,0.5,1.0,rsna,370369
resdepth,0.9288158642079234,0.5,1.0,rsna,370369
resdepth,0.9248453594805304,0.5,1.0,rsna,370369
resdepth,0.9281774837559964,0.5,1.0,rsna,370369
resdepth,0.9290230455053988,0.5,1.0,rsna,370369
resdepth,0.9269081617695658,0.5,1.0,rsna,370369
resdepth,0.9268857713568728,0.5,1.0,rsna,370369
resdepth,0.9295644669993004,0.5,1.0,rsna,370369
resdepth,0.9287478832282448,0.5,1.0,rsna,370369
resdepth,0.9245670708189452,0.25,3.0,rsna,166913
resdepth,0.9231726924466379,0.25,3.0,rsna,166913
resdepth,0.926524733990494,0.25,3.0,rsna,166913
resdepth,0.9265108112089074,0.25,3.0,rsna,166913
resdepth,0.9239871092041964,0.25,3.0,rsna,166913
resdepth,0.9269861989173104,0.25,3.0,rsna,166913
resdepth,0.9229403214538704,0.25,3.0,rsna,166913
resdepth,0.9244397194108752,0.25,3.0,rsna,166913
resdepth,0.9253600753198254,0.25,3.0,rsna,166913
resdepth,0.925332156805558,0.25,3.0,rsna,166913
resdepth,0.9243759716146208,0.25,3.0,rsna,166913
resdepth,0.9248355917591642,0.25,3.0,rsna,166913
resdepth,0.9248457111556412,0.25,3.0,rsna,166913
resdepth,0.9243340728182192,0.25,3.0,rsna,166913
resdepth,0.92397946237621,0.25,3.0,rsna,166913
resdepth,0.9331809692343588,1.0,3.0,rsna,710145
resdepth,0.9330013997819128,1.0,3.0,rsna,710145
resdepth,0.9343593106509216,1.0,3.0,rsna,710145
resdepth,0.9313933415921994,1.0,3.0,rsna,710145
resdepth,0.9338323465928358,1.0,3.0,rsna,710145
resdepth,0.9328052622414164,1.0,3.0,rsna,710145
resdepth,0.9324277780567688,1.0,3.0,rsna,710145
resdepth,0.9315960578796224,1.0,3.0,rsna,710145
resdepth,0.9373237833412048,1.0,3.0,rsna,710145
resdepth,0.9335573158453436,1.0,3.0,rsna,710145
resdepth,0.9339785503864972,1.0,3.0,rsna,710145
resdepth,0.9346201672039574,1.0,3.0,rsna,710145
resdepth,0.934739544274586,1.0,3.0,rsna,710145
resdepth,0.9360964057870246,1.0,3.0,rsna,710145
resdepth,0.9331179464306624,1.0,3.0,rsna,710145
resdepth,0.9282077891307796,0.5,4.0,rsna,382049
resdepth,0.9302940617319388,0.5,4.0,rsna,382049
resdepth,0.9256691821723442,0.5,4.0,rsna,382049
resdepth,0.9291868547217106,0.5,4.0,rsna,382049
resdepth,0.9255370509922533,0.5,4.0,rsna,382049
resdepth,0.9294096402532952,0.5,4.0,rsna,382049
resdepth,0.9283561691962776,0.5,4.0,rsna,382049
resdepth,0.9262957743889404,0.5,4.0,rsna,382049
resdepth,0.9283628900058254,0.5,4.0,rsna,382049
resdepth,0.9245739254837266,0.5,4.0,rsna,382049
resdepth,0.9266156652905796,0.5,4.0,rsna,382049
resdepth,0.9245857211211912,0.5,4.0,rsna,382049
resdepth,0.9275599648910581,0.5,4.0,rsna,382049
resdepth,0.9247934995867892,0.5,4.0,rsna,382049
resdepth,0.9269941256191858,0.5,4.0,rsna,382049
resdepth,0.9330881160679101,0.5,2.0,rsna,365441
resdepth,0.9305572172932192,0.5,2.0,rsna,365441
resdepth,0.9281040472531088,0.5,2.0,rsna,365441
resdepth,0.9301232441655038,0.5,2.0,rsna,365441
resdepth,0.9301210598811872,0.5,2.0,rsna,365441
resdepth,0.9309820958761786,0.5,2.0,rsna,365441
resdepth,0.9331974951567684,0.5,2.0,rsna,365441
resdepth,0.9297128196669204,0.5,2.0,rsna,365441
resdepth,0.9308520146539698,0.5,2.0,rsna,365441
resdepth,0.9309213598510367,0.5,2.0,rsna,365441
resdepth,0.9311132268436896,0.5,2.0,rsna,365441
resdepth,0.9336938965053004,0.5,2.0,rsna,365441
resdepth,0.9312354116790807,0.5,2.0,rsna,365441
resdepth,0.9292392801673351,0.5,2.0,rsna,365441
resdepth,0.9343040492501165,0.5,2.0,rsna,365441
resdepth,0.9280646134962484,0.75,3.0,rsna,652289
resdepth,0.9306070545622412,0.75,3.0,rsna,652289
resdepth,0.9311619073583336,0.75,3.0,rsna,652289
resdepth,0.9300564081209776,0.75,3.0,rsna,652289
resdepth,0.9316045760595276,0.75,3.0,rsna,652289
resdepth,0.9314685624408646,0.75,3.0,rsna,652289
resdepth,0.9309009074911148,0.75,3.0,rsna,652289
resdepth,0.9320164215251568,0.75,3.0,rsna,652289
resdepth,0.9309385142512624,0.75,3.0,rsna,652289
resdepth,0.9278958911389859,0.75,3.0,rsna,652289
resdepth,0.9285982176823744,0.75,3.0,rsna,652289
resdepth,0.9315572969059196,0.75,3.0,rsna,652289
resdepth,0.928635469945544,0.75,3.0,rsna,652289
resdepth,0.9307780153366,0.75,3.0,rsna,652289
resdepth,0.9300952683415108,0.75,3.0,rsna,652289
resdepth,0.9273039086382232,1.0,4.0,rsna,705217
resdepth,0.9291227744220836,1.0,4.0,rsna,705217
resdepth,0.9268939487411828,1.0,4.0,rsna,705217
resdepth,0.929862316431348,1.0,4.0,rsna,705217
resdepth,0.9272891540015016,1.0,4.0,rsna,705217
resdepth,0.9281048185174612,1.0,4.0,rsna,705217
resdepth,0.9275571877787534,1.0,4.0,rsna,705217
resdepth,0.9280384630978876,1.0,4.0,rsna,705217
resdepth,0.9269581169359132,1.0,4.0,rsna,705217
resdepth,0.9261009033086908,1.0,4.0,rsna,705217
resdepth,0.9268962123424128,1.0,4.0,rsna,705217
resdepth,0.9258130732590618,1.0,4.0,rsna,705217
resdepth,0.9265231595285586,1.0,4.0,rsna,705217
resdepth,0.9302119169027218,1.0,4.0,rsna,705217
resdepth,0.9279804627189221,1.0,4.0,rsna,705217
resdepth,0.9345268413070243,0.75,0.0,rsna,662753
resdepth,0.9339101000000001,0.75,0.0,rsna,662753
resdepth,0.93370325024899,0.75,0.0,rsna,662753
resdepth,0.936669726073582,0.75,0.0,rsna,662753
resdepth,0.93607333098412,0.75,0.0,rsna,662753
resdepth,0.9318178311495688,0.75,0.0,rsna,662753
resdepth,0.9361880585455834,0.75,0.0,rsna,662753
resdepth,0.9374431622518686,0.75,0.0,rsna,662753
resdepth,0.9353767192697618,0.75,0.0,rsna,662753
resdepth,0.9349446781567372,0.75,0.0,rsna,662753
resdepth,0.936427783953618,0.75,0.0,rsna,662753
resdepth,0.934919880562962,0.75,0.0,rsna,662753
resdepth,0.9371680195126848,0.75,0.0,rsna,662753
resdepth,0.9337664415304314,0.75,0.0,rsna,662753
resdepth,0.935766123600822,0.75,0.0,rsna,662753
resdepth,0.9327854278925324,0.75,2.0,rsna,612929
resdepth,0.9323542946839928,0.75,2.0,rsna,612929
resdepth,0.9329840776524168,0.75,2.0,rsna,612929
